employee_id,age,gender,department,job_role,education,years_at_company,monthly_salary,performance_rating,satisfaction_score,work_life_balance,overtime,attrition,last_promotion_years_ago
EMP-2450,25,Male,Operations,Logistics Coordinator,Bachelor's,3,75623,5,1.6,4,0,1,1
EMP-2451,24,Male,Finance,Financial Analyst,Master's,0,55337,1,1.2,1,1,0,0
EMP-2452,58,Male,Finance,Financial Analyst,Master's,3,102155,5,3.3,4,0,0,3
EMP-2453,52,Female,Sales,Sales Rep,Master's,4,93001,2,2.1,4,0,1,0
EMP-2454,58,Male,Finance,Accountant,Bachelor's,20,103063,1,2.5,2,1,1,0
EMP-2455,26,Female,Sales,Sales Manager,Master's,1,45954,3,3.3,2,0,0,1
EMP-2456,37,Female,Marketing,Marketing Analyst,Bachelor's,13,77501,1,4.1,2,0,0,2
EMP-2457,28,Male,HR,Recruiter,High School,0,58418,4,4.3,2,0,0,0
EMP-2458,32,Female,HR,Recruiter,Bachelor's,7,57770,2,1.4,3,0,0,5
EMP-2459,50,Female,HR,HR Manager,Master's,14,86324,1,3.9,5,0,0,7
EMP-2460,39,Female,HR,HR Coordinator,Bachelor's,9,83947,1,3.1,4,0,0,7
EMP-2461,59,Non-binary,HR,HR Coordinator,Bachelor's,0,62072,4,4.2,5,0,0,0
EMP-2462,30,Male,Engineering,DevOps,Bachelor's,3,80622,1,4.4,4,0,1,2
EMP-2463,53,Male,Engineering,QA Engineer,Bachelor's,20,99311,1,3.7,5,1,1,14
EMP-2464,43,Female,Engineering,Software Engineer,Bachelor's,11,153912,1,1.7,3,0,0,6
EMP-2465,38,Female,Engineering,QA Engineer,Bachelor's,14,130546,3,1.2,3,0,1,12
EMP-2466,37,Female,Finance,CFO,Bachelor's,4,121266,5,1.3,2,0,0,3
EMP-2467,35,Female,Engineering,QA Engineer,Bachelor's,5,112533,1,1.9,5,0,0,4
EMP-2468,39,Female,Engineering,Software Engineer,Bachelor's,8,94219,1,4.9,5,1,0,4
EMP-2469,56,Male,Operations,Logistics Coordinator,PhD,8,75504,3,1.0,2,0,0,3
EMP-2470,26,Female,Sales,Sales Rep,Bachelor's,4,79123,2,2.8,4,1,0,3
EMP-2471,37,Male,Marketing,Content Strategist,Bachelor's,11,103804,4,4.0,2,0,0,11
EMP-2472,56,Male,Operations,Operations Manager,Bachelor's,12,96013,1,2.7,3,0,0,8
EMP-2473,39,Male,Finance,Accountant,Master's,2,94306,4,3.5,4,0,0,2
EMP-2474,49,Female,Operations,Logistics Coordinator,Bachelor's,3,80889,3,1.2,1,0,0,1
EMP-2475,25,Female,HR,HR Coordinator,Bachelor's,0,49246,5,1.5,4,0,0,0
EMP-2476,42,Male,HR,HR Manager,High School,11,74121,2,2.0,1,0,0,2
EMP-2477,52,Female,Finance,Financial Analyst,Bachelor's,10,98748,5,4.2,5,0,0,7
EMP-2478,51,Male,Marketing,Content Strategist,Master's,9,76770,2,3.3,1,0,0,8
EMP-2479,52,Female,Finance,Financial Analyst,PhD,5,125196,3,4.5,2,0,0,2
EMP-2480,30,Male,Finance,Accountant,Bachelor's,9,91046,3,3.9,4,0,1,8
EMP-2481,51,Female,Finance,CFO,Master's,12,100338,1,2.7,3,0,0,8
EMP-2482,46,Male,Sales,Account Manager,Master's,7,64611,3,1.5,4,0,1,3
EMP-2483,46,Female,Operations,Supply Chain Analyst,Master's,17,115069,3,2.8,4,0,0,11
EMP-2484,51,Male,Finance,CFO,Bachelor's,13,133220,1,2.9,4,0,0,7
EMP-2485,44,Female,Engineering,Software Engineer,PhD,3,112968,1,4.2,3,0,0,2
EMP-2486,46,Male,Finance,CFO,Master's,12,118839,4,4.2,4,0,0,4
EMP-2487,38,Female,Engineering,QA Engineer,Master's,0,78464,2,4.5,4,1,0,0
EMP-2488,58,Female,Sales,Sales Manager,Bachelor's,14,79359,1,1.2,1,0,1,1
EMP-2489,29,Male,Marketing,SEO Specialist,High School,2,84168,1,3.0,4,0,0,1
EMP-2490,26,Female,Finance,CFO,Bachelor's,4,77102,5,3.9,1,0,0,1
EMP-2491,44,Male,Operations,Operations Manager,Master's,20,91185,1,4.6,1,0,0,16
EMP-2492,50,Female,Operations,Supply Chain Analyst,Master's,13,66451,4,4.3,4,0,0,4
EMP-2493,41,Female,Marketing,Marketing Analyst,Bachelor's,0,62324,2,1.9,1,0,0,0
EMP-2494,47,Female,Sales,Sales Manager,Master's,16,100950,1,3.9,5,1,1,0
EMP-2495,22,Female,Operations,Logistics Coordinator,Bachelor's,1,78573,4,2.9,4,0,1,1
EMP-2496,40,Female,Marketing,Marketing Analyst,Bachelor's,1,80456,5,1.5,4,0,0,0
EMP-2497,51,Female,Marketing,Content Strategist,Master's,5,93758,3,2.5,5,0,0,0
EMP-2498,57,Male,HR,Recruiter,Master's,9,77268,3,2.0,2,1,0,8
EMP-2499,53,Female,Operations,Supply Chain Analyst,Bachelor's,14,70812,5,4.7,1,0,1,6
